"period","stateid","price","sales"
"2018-02","OK",7.88,"4814.34043"
"2018-02","OR",8.84,"4236.14568"
"2018-02","PA",10.43,"12328.58231"
"2018-02","PACC",12.61,"30206.54581"
"2018-02","PACN",23.97,"1229.98275"
"2018-02","RI",19.27,"560.24437"
"2018-02","SAT",10.06,"60850.34644"
"2018-02","SC",9.97,"5803.364"
"2018-02","SD",9.69,"1131.44186"
"2018-02","TN",9.53,"8543.08282"
"2018-02","TX",8.46,"30761.99935"
"2018-02","US",10.42,"292732.28568"
"2018-02","UT",8.16,"2256.30534"
"2018-02","VA",9.49,"8837.22519"
"2018-02","VT",15.26,"449.02879"
"2018-02","WA",8.2,"8002.14068"
"2018-02","WI",10.67,"5583.17842"
"2018-02","WNC",9.26,"24822.59355"
"2018-02","WSC",8.24,"46845.01947"
"2018-02","WV",9.1,"2641.01698"
"2018-02","WY",8.2,"1392.85365"
"2018-01","AK",19.34,"573.57173"
"2018-01","AL",9.66,"8571.05263"
"2018-01","AR",8.22,"4485.75249"
"2018-01","AZ",9.95,"5461.68315"
"2018-01","CA",15.49,"20455.0495"
"2018-01","CO",9.53,"4646.72861"
"2018-01","CT",18.34,"2708.29273"
"2018-01","DC",11.91,"992.54491"
"2018-01","DE",10.59,"1087.84997"
"2018-01","ENC",10.3,"51393.21788"
"2018-01","ESC",9.17,"30379.2855"
"2018-01","FL",10.56,"19031.87239"
"2018-01","GA",9.98,"13042.16594"
"2018-01","HI",28.03,"746.62162"
"2018-01","IA",8.15,"4624.27633"
"2018-01","ID",8.35,"1972.94639"
"2018-01","IL",10.22,"12625.1081"
"2018-01","IN",9.6,"9375.11114"
"2018-01","KS",10.33,"3589.06699"
"2018-01","KY",8.43,"7314.94238"
"2018-01","LA",7.59,"8404.27749"
"2018-01","MA",19.66,"4845.49717"
"2018-01","MAT",12.74,"33966.85439"
"2018-01","MD",11.84,"6216.54593"
"2018-01","ME",12.39,"1346.62457"
"2018-01","MI",11.43,"9074.54738"
"2018-01","MN",9.92,"6193.08413"
"2018-01","MO",8.68,"7748.49543"
"2018-01","MS",8.93,"4583.10557"
"2018-01","MT",8.85,"1398.83428"
"2018-01","MTN",9.01,"22102.83566"
"2018-01","NC",9.01,"13431.3397"
"2018-01","ND",8.4,"1973.75566"
"2018-01","NE",8.27,"2760.91474"
"2018-01","NEW",17.99,"11146.06657"
"2018-01","NH",17.11,"1035.23319"
"2018-01","NJ",13.33,"6493.90553"
"2018-01","NM",9.04,"1923.60939"
"2018-01","NV",8.37,"2647.67796"
"2018-01","NY",14.68,"13169.57586"
"2018-01","OH",9.96,"14042.99297"
"2018-01","OK",7.7,"5665.97475"
"2018-01","OR",8.9,"4426.96586"
"2018-01","PA",10.68,"14303.373"
"2018-01","PACC",12.72,"33603.28533"
"2018-01","PACN",24.25,"1320.19335"
"2018-01","RI",19.35,"682.31687"
"2018-01","SAT",10.06,"76747.82913"
"2018-01","SC",10.51,"7789.35425"
"2018-01","SD",9.68,"1221.98713"
"2018-01","TN",9.39,"9910.18492"
"2018-01","TX",8.49,"37150.5344"
"2018-01","US",10.41,"344477.68735"
"2018-01","UT",7.87,"2519.57152"
"2018-01","VA",9.41,"11724.03193"
"2018-01","VT",15.18,"528.10205"
"2018-01","WA",8.15,"8721.26996"
"2018-01","WI",10.62,"6275.45831"
"2018-01","WNC",9.06,"28111.58041"
"2018-01","WSC",8.25,"55706.53913"
"2018-01","WV",8.97,"3432.1241"
"2018-01","WY",8.05,"1531.78436"
"2019-12","AK",20.72,"531.08578"
"2019-12","AL",8.75,"6908.66325"
"2019-12","AR",7.78,"3792.30481"
"2019-12","AZ",9.67,"5635.65822"
"2019-12","CA",16.05,"21427.79741"
"2019-12","CO",9.42,"4750.3636"
"2019-12","CT",18.14,"2522.30021"
"2019-12","DC",12.05,"858.80903"
"2019-12","DE",10.22,"961.03798"
"2019-12","ENC",9.92,"46154.38728"
"2019-12","ESC",9.09,"24837.08138"
"2019-12","FL",10.33,"17289.81831"
"2019-12","GA",8.06,"10722.618"
"2019-12","HI",27.95,"799.9953"
"2019-12","IA",8.11,"4394.38825"
"2019-12","ID",7.83,"2058.52433"
"2019-12","IL",9.34,"11430.19388"
"2019-12","IN",9.6,"8259.40787"
"2019-12","KS",9.79,"3222.03403"
"2019-12","KY",8.68,"6166.08012"
"2019-12","LA",7.12,"7042.59388"
"2019-12","MA",18.56,"4379.7306"
"2019-12","MAT",12.09,"30338.50174"
"2019-12","MD",11.19,"5254.21346"
"2019-12","ME",14.28,"1011.82992"
"2019-12","MI",11.67,"8366.10334"
"2019-12","MN",9.76,"5849.20482"
"2019-12","MO",8.7,"6537.38123"
"2019-12","MS",9.22,"3799.03311"
"2019-12","MT",9.13,"1398.2601"
"2019-12","MTN",8.81,"22837.65362"
"2019-12","NC",9.16,"11272.06134"
"2019-12","ND",8.17,"2077.97509"
"2019-12","NE",8.48,"2617.51321"
"2019-12","NEW",17.74,"9960.47015"
"2019-12","NH",17.15,"947.17378"
"2019-12","NJ",12.66,"6029.5271"
"2019-12","NM",8.61,"2069.27968"
"2019-12","NV",8.25,"2806.96768"
"2019-12","NY",13.83,"12089.90511"
"2019-12","OH",9.22,"12263.20903"
"2019-12","OK",7.09,"5075.03829"
"2019-12","OR",8.82,"4705.5169"
"2019-12","PA",10.07,"12219.06954"
"2019-12","PACC",13.12,"34747.95368"
"2019-12","PACN",25.07,"1331.08108"
"2019-12","RI",18.19,"613.58838"
"2019-12","SAT",9.69,"65716.33053"
"2019-12","SC",10.86,"6258.25374"
"2019-12","SD",9.74,"1142.8596"
"2019-12","TN",9.65,"7963.3049"
"2019-12","TX",8.28,"32147.93815"
"2019-12","US",10.22,"309822.6908"
"2019-12","UT",7.7,"2610.8003"
"2019-12","VA",9.53,"10152.60081"
"2019-12","VT",16.19,"485.84726"
"2019-12","WA",8.17,"8614.63937"
"2019-12","WI",10.5,"5835.47316"
"2019-12","WNC",8.96,"25841.35622"
"2019-12","WSC",7.94,"48057.87513"
"2019-12","WV",8.38,"2946.91785"
"2019-12","WY",7.91,"1507.79971"
"2019-11","AK",20.34,"491.10956"
"2019-11","AL",9.8,"6517.01852"
"2019-11","AR",7.92,"3580.74446"
"2019-11","AZ",9.62,"5117.42416"
"2019-11","CA",17.31,"17072.51452"
"2019-11","CO",9.69,"4416.77154"
"2019-11","CT",17.6,"2138.18121"
"2019-11","DC",12.73,"810.40575"
"2019-11","DE",10.67,"844.96714"
"2019-11","ENC",10.1,"43716.10183"
"2019-11","ESC",9.44,"23236.76976"
"2019-11","FL",10.76,"17831.26089"
"2019-11","GA",9.46,"10150.2437"
"2019-11","HI",27.81,"803.56772"
"2019-11","IA",8.06,"4133.61419"
"2019-11","ID",7.67,"1788.55614"
"2019-11","IL",9.62,"10830.32134"
"2019-11","IN",9.9,"7866.10805"
"2019-11","KS",10.13,"3023.72907"
"2019-11","KY",8.82,"5808.4285"
"2019-11","LA",7.58,"6962.72336"
"2019-11","MA",18.05,"3971.21608"
"2019-11","MAT",11.98,"27316.62593"
"2019-11","MD",10.94,"4615.89801"
"2019-11","ME",14.07,"899.33089"
"2019-11","MI",11.59,"7978.43848"
"2019-11","MN",9.65,"5377.91802"
"2019-11","MO",8.82,"5874.41535"
"2019-11","MS",9.38,"3614.0356"
"2019-11","MT",9.07,"1278.08222"
"2019-11","MTN",8.86,"20924.98435"
"2019-11","NC",9.31,"9898.98435"
"2019-11","ND",8.7,"1888.80684"
"2019-11","NE",8.67,"2388.34765"
"2019-11","NEW",17.36,"8840.12031"
"2019-11","NH",17.07,"827.93359"
"2019-11","NJ",12.76,"5328.40647"
"2019-11","NM",8.67,"1948.23499"
"2019-11","NV",8.16,"2546.84891"
"2019-11","NY",13.8,"10978.37062"
"2019-11","OH",9.42,"11611.31817"
"2019-11","OK",7.35,"4861.3283"
"2019-11","OR",8.91,"4205.46767"
"2019-11","PA",9.78,"11009.84883"
"2019-11","PACC",13.71,"28616.48513"
"2019-11","PACN",24.98,"1294.67728"
"2019-11","RI",18.05,"559.95271"
"2019-11","SAT",10,"62146.611"
"2019-11","SC",10.02,"5763.23476"
"2019-11","SD",9.7,"1039.46149"
"2019-11","TN",9.66,"7297.28715"
"2019-11","TX",8.52,"30308.57717"
"2019-11","US",10.38,"285532.04149"
"2019-11","UT",7.76,"2412.78325"
"2019-11","VA",9.44,"9409.69753"
"2019-11","VT",16.32,"443.50584"
"2019-11","WA",8.08,"7338.50294"
"2019-11","WI",10.66,"5429.9158"
"2019-11","WNC",9.06,"23726.29261"
"2019-11","WSC",8.21,"45713.37329"
"2019-11","WV",8.78,"2821.91887"
"2019-11","WY",8.14,"1416.28314"
"2019-10","AK",20.4,"478.1763"
"2019-10","AL",9.79,"7043.19292"
"2019-10","AR",8.08,"3982.6958"
"2019-10","AZ",10.41,"5977.1805"
"2019-10","CA",16.25,"22118.00421"
"2019-10","CO",9.88,"4565.6257"
"2019-10","CT",17.94,"2054.95304"
"2019-10","DC",12.57,"845.06723"
"2019-10","DE",11.1,"822.97368"
"2019-10","ENC",10.02,"43154.39613"
"2019-10","ESC",9.24,"25250.72674"
"2019-10","FL",10.38,"21596.57412"
"2019-10","GA",9.4,"11155.43775"
"2019-10","HI",27.79,"859.62158"
"2019-10","IA",8.28,"4009.53955"
"2019-10","ID",7.68,"1782.12262"
"2019-10","IL",9.82,"10565.68463"
"2019-10","IN",9.82,"7925.7603"
"2019-10","KS",10.44,"3208.02113"
"2019-10","KY",8.45,"5738.74812"
"2019-10","LA",7.93,"8137.90999"
"2019-10","MA",17.76,"3912.87852"
"2019-10","MAT",12.19,"27709.59102"
"2019-10","MD",11.32,"4184.1631"
"2019-10","ME",13.46,"983.03121"
"2019-10","MI",11.55,"7841.78452"
"2019-10","MN",10.1,"5279.73799"
"2019-10","MO",8.92,"5875.84955"
"2019-10","MS",9.19,"4265.93959"
"2019-10","MT",9.04,"1211.40339"
"2019-10","MTN",9.25,"22057.61823"
"2019-10","NC",9.66,"10700.49775"
"2019-10","ND",8.8,"1769.77103"
"2019-10","NE",8.93,"2315.52799"
"2019-10","NEW",17.18,"8729.47169"
"2019-10","NH",17.03,"807.20205"
"2019-10","NJ",12.66,"5431.14583"
"2019-10","NM",8.85,"2015.67402"
"2019-10","NV",8.48,"2666.85202"
"2019-10","NY",14.65,"11152.71919"
"2019-10","OH",9.06,"11321.91661"
"2019-10","OK",7.81,"4980.61715"
"2019-10","OR",8.79,"4078.9449"
"2019-10","PA",9.51,"11125.72599"
"2019-10","PACC",13.56,"33502.76826"
"2019-10","PACN",25.15,"1337.79788"
"2019-10","RI",17.79,"554.27842"
"2019-10","SAT",9.95,"67289.43177"
"2019-10","SC",10,"6552.49451"
"2019-10","SD",10.19,"994.55653"
"2019-10","TN",9.35,"8202.8461"
"2019-10","TX",8.66,"38655.17709"
"2019-10","US",10.39,"308241.20549"
"2019-10","UT",8.16,"2537.52398"
"2019-10","VA",9.28,"8880.66862"
"2019-10","VT",16.2,"417.12845"
"2019-10","WA",8.11,"7305.81914"
"2019-10","WI",10.47,"5499.25008"
"2019-10","WNC",9.33,"23453.00376"
"2019-10","WSC",8.44,"55756.40003"
"2019-10","WV",8.5,"2551.55501"
"2019-10","WY",8.32,"1301.236"
"2019-09","AK",20.63,"450.46267"
"2019-09","AL",10.31,"8273.1129"
"2019-09","AR",8.49,"4663.8141"
"2019-09","AZ",10.68,"7656.92723"
"2019-09","CA",18.84,"22952.42836"
"2019-09","CO",10.7,"4895.74609"
"2019-09","CT",17.83,"2134.38929"
"2019-09","DC",12.07,"958.88143"
"2019-09","DE",10.36,"994.13517"
"2019-09","ENC",9.98,"47040.41779"
"2019-09","ESC",9.55,"29116.66835"
"2019-09","FL",10.56,"23358.24041"
"2019-09","GA",10.4,"13314.6475"
"2019-09","HI",28.06,"860.16516"
"2019-09","IA",9.97,"4191.01705"
"2019-09","ID",7.65,"1869.07637"
"2019-09","IL",9.28,"11794.83779"
"2019-09","IN",9.8,"8788.269"
"2019-09","KS",10.48,"3901.84396"
"2019-09","KY",8.68,"6605.61902"
"2019-09","LA",7.79,"9048.58764"
"2019-09","MA",18.42,"4144.15826"
"2019-09","MAT",12.79,"31251.20548"
"2019-09","MD",10.75,"5009.21118"
"2019-09","ME",14.03,"869.44984"
"2019-09","MI",11.62,"8279.22844"
"2019-09","MN",10.7,"5343.84545"
"2019-09","MO",10.01,"7047.31945"
"2019-09","MS",9.27,"4791.94394"
"2019-09","MT",8.81,"1186.50058"
"2019-09","MTN",9.74,"25430.93619"
"2019-09","NC",9.71,"12530.30694"
"2019-09","ND",9.47,"1603.45927"
"2019-09","NE",9.77,"2532.77915"
"2019-09","NEW",17.57,"9004.93271"
"2019-09","NH",16.99,"845.50532"
"2019-09","NJ",13.4,"6307.92189"
"2019-09","NM",9,"2298.7518"
"2019-09","NV",9.73,"3498.37714"
"2019-09","NY",15.52,"12742.6194"
"2019-09","OH",9.3,"12550.88202"
"2019-09","OK",8.43,"6173.83507"
"2019-09","OR",8.68,"3806.06247"
"2019-09","PA",9.63,"12200.66419"
"2019-09","PACC",15.5,"33396.11354"
"2019-09","PACN",25.51,"1310.62783"
"2019-09","RI",18.38,"591.82612"
"2019-09","SAT",10.16,"76115.92441"
"2019-09","SC",10.25,"7318.73629"
"2019-09","SD",10.38,"1006.47649"
"2019-09","TN",9.63,"9445.99249"
"2019-09","TX",9.09,"42282.99724"
"2019-09","US",10.82,"340462.80117"
"2019-09","UT",8.62,"2686.2607"
"2019-09","VA",9.31,"10003.15574"
"2019-09","VT",15.1,"419.60387"
"2019-09","WA",7.9,"6637.62271"
"2019-09","WI",10.81,"5627.20054"
"2019-09","WNC",10.18,"25626.74083"
"2019-09","WSC",8.79,"62169.23405"
"2019-09","WV",8.5,"2628.60976"
"2019-09","WY",8.1,"1339.29628"
"2019-08","AK",19.82,"478.14797"
"2019-08","AL",10.32,"8715.53689"
"2019-08","AR",8.59,"4846.56108"
"2019-08","AZ",11.08,"9353.41169"
"2019-08","CA",18.46,"26016.96997"
"2019-08","CO",10.71,"5672.63285"
"2019-08","CT",18.47,"2635.85673"
"2019-08","DC",11.45,"1086.73461"
"2019-08","DE",10.19,"1150.99545"
"2019-08","ENC",10.23,"52121.75417"
"2019-08","ESC",9.62,"30201.49516"
"2019-08","FL",10.47,"23901.98943"
"2019-08","GA",10.87,"14056.95754"
"2019-08","HI",28.07,"888.36677"
"2019-08","IA",11,"4479.86159"
"2019-08","ID",7.98,"2463.84097"
"2019-08","IL",9.51,"13034.37085"
"2019-08","IN",9.87,"9663.06145"
"2019-08","KS",10.61,"4204.57854"
"2019-08","KY",8.66,"7101.77635"
"2019-08","LA",7.89,"9042.98884"
"2019-08","MA",18.42,"5038.73766"
"2019-08","MAT",12.97,"35845.47286"
"2019-08","MD",10.8,"5820.92407"
"2019-08","ME",13.76,"1040.07576"
"2019-08","MI",11.97,"9518.81839"
"2019-08","MN",10.8,"5864.58798"
"2019-08","MO",11.25,"7649.18607"
"2019-08","MS",9.36,"4822.65648"
"2019-08","MT",9.03,"1294.83167"
"2019-08","MTN",10.01,"30090.42782"
"2019-08","NC",9.69,"13116.44167"
"2019-08","ND",9.26,"1697.65344"
"2019-08","NE",9.84,"2808.08917"
"2019-08","NEW",17.68,"10941.50224"
"2019-08","NH",16.82,"1002.12821"
"2019-08","NJ",13.91,"7632.15502"
"2019-08","NM",9.47,"2515.18006"
"2019-08","NV",9.96,"4272.34859"
"2019-08","NY",15.4,"14645.82138"
"2019-08","OH",9.69,"13683.46231"
"2019-08","OK",8.53,"6700.48881"
"2019-08","OR",8.7,"4340.72985"
"2019-08","PA",9.84,"13567.49646"
"2019-08","PACC",15.3,"37677.61425"
"2019-08","PACN",25.18,"1366.51474"
"2019-08","RI",18.2,"750.85361"
"2019-08","SAT",10.23,"81030.5917"
"2019-08","SC",10.1,"8008.29176"
"2019-08","SD",10.61,"1089.94625"
"2019-08","TN",9.82,"9561.52543"
"2019-08","TX",9.45,"44914.77251"
"2019-08","US",11.05,"372574.08721"
"2019-08","UT",8.87,"3167.0574"
"2019-08","VA",9.63,"11049.88908"
"2019-08","VT",14.98,"473.85028"
"2019-08","WA",8.01,"7319.91443"
"2019-08","WI",10.83,"6222.04117"
"2019-08","WNC",10.73,"27793.90304"
"2019-08","WSC",9.08,"65504.81123"
"2019-08","WV",8.61,"2838.36808"
"2019-08","WY",8.27,"1351.12458"
"2019-07","AK",20.51,"460.51472"
"2019-07","AL",10.38,"8538.54546"
"2019-07","AR",8.64,"4554.09307"
"2019-07","AZ",11.34,"9107.02843"
"2019-07","CA",18.41,"24800.78171"
"2019-07","CO",10.74,"5479.72551"
"2019-07","CT",18.17,"3040.74626"
"2019-07","DC",11.94,"1136.76275"
"2019-07","DE",10.26,"1170.33938"
"2019-07","ENC",10.37,"56086.04013"
"2019-07","ESC",9.72,"30078.97006"
"2019-07","FL",10.5,"23879.28629"
"2019-07","GA",10.94,"13918.38159"
"2019-07","HI",28.32,"864.84478"
"2019-07","IA",10.88,"4759.70447"
"2019-07","ID",8.05,"2581.25931"
"2019-07","IL",9.53,"14338.88667"
"2019-07","IN",10,"9850.10879"
"2019-07","KS",10.59,"4161.33113"
"2019-07","KY",8.78,"7220.40237"
"2019-07","LA",8.06,"9037.15926"
"2019-07","MA",18.16,"5123.38214"
"2019-07","MAT",13.11,"36522.03239"
"2019-07","MD",10.82,"6281.07089"
"2019-07","ME",13.64,"1040.12704"
"2019-07","MI",12.27,"10241.37228"
"2019-07","MN",11.07,"6153.43177"
"2019-07","MO",11.36,"7825.33992"
"2019-07","MS",9.41,"4752.49554"
"2019-07","MT",9.07,"1239.18732"
"2019-07","MTN",10.02,"29515.03035"
"2019-07","NC",9.67,"13741.02717"
"2019-07","ND",9.46,"1714.61821"
"2019-07","NE",9.69,"2953.02375"
"2019-07","NEW",17.37,"11563.87796"
"2019-07","NH",16.61,"1061.36282"
"2019-07","NJ",14.13,"8461.75457"
"2019-07","NM",9.53,"2442.75707"
"2019-07","NV",9.46,"4128.08724"
"2019-07","NY",15.39,"14583.64457"
"2019-07","OH",9.81,"14916.66235"
"2019-07","OK",8.51,"6565.65376"
"2019-07","OR",8.71,"4208.97376"
"2019-07","PA",10,"13476.63325"
"2019-07","PACC",15.19,"36165.3095"
"2019-07","PACN",25.61,"1325.35949"
"2019-07","RI",16.57,"798.17246"
"2019-07","SAT",10.28,"82924.96393"
"2019-07","SC",10.38,"8093.88263"
"2019-07","SD",10.26,"1113.43445"
"2019-07","TN",10,"9567.52668"
"2019-07","TX",8.65,"43075.44712"
"2019-07","US",11,"376094.82072"
"2019-07","UT",8.88,"3150.03372"
"2019-07","VA",9.71,"11663.25488"
"2019-07","VT",15.09,"500.08723"
"2019-07","WA",7.85,"7155.55404"
"2019-07","WI",11.08,"6739.01005"
"2019-07","WNC",10.78,"28680.8837"
"2019-07","WSC",8.55,"63232.35321"
"2019-07","WV",8.55,"3040.95836"
"2019-07","WY",8.25,"1386.95175"
"2019-06","AK",20.3,"434.78571"
"2019-06","AL",9.99,"7784.53318"
"2019-06","AR",8.55,"4011.5362"
"2019-06","AZ",11.03,"7512.25889"
"2019-06","CA",18.36,"19458.26464"
"2019-06","CO",10.77,"4593.51528"
"2019-06","CT",19.41,"2244.38124"
"2019-06","DC",11.76,"942.33521"
"2019-06","DE",10.09,"967.41905"
"2019-06","ENC",10.21,"45423.26245"
"2019-06","ESC",9.58,"26858.29769"
"2019-06","FL",10.51,"22634.62061"
"2019-06","GA",10.38,"12274.43669"
"2019-06","HI",28.93,"808.45132"
"2019-06","IA",10.23,"4114.91231"
"2019-06","ID",8.19,"2173.47013"
"2019-06","IL",9.58,"11361.27029"
"2019-06","IN",10.03,"8310.64883"
"2019-06","KS",10.86,"3576.03648"
"2019-06","KY",8.9,"6196.97922"
"2019-06","LA",7.83,"8431.31587"
"2019-06","MA",17.86,"4044.75955"
"2019-06","MAT",12.61,"29593.59288"
"2019-06","MD",11.17,"5048.22006"
"2019-06","ME",14.19,"789.30216"
"2019-06","MI",11.48,"8246.3922"
"2019-06","MN",10.75,"5348.14006"
"2019-06","MO",11.38,"6558.19672"
"2019-06","MS",9.25,"4333.6433"
"2019-06","MT",8.69,"1159.43862"
"2019-06","MTN",9.83,"25100.21085"
"2019-06","NC",9.44,"11816.05315"
"2019-06","ND",9.44,"1568.60052"
"2019-06","NE",9.82,"2432.40837"
"2019-06","NEW",17.68,"8927.05059"
"2019-06","NH",16.85,"838.32436"
"2019-06","NJ",13.95,"6429.981"
"2019-06","NM",9.38,"2094.49281"
"2019-06","NV",9.22,"3650.32415"
"2019-06","NY",14.77,"11783.70432"
"2019-06","OH",9.77,"11975.53703"
"2019-06","OK",8.25,"5651.97031"
"2019-06","OR",8.6,"3868.0036"
"2019-06","PA",9.61,"11379.90755"
"2019-06","PACC",14.75,"30028.63625"
"2019-06","PACN",25.91,"1243.23704"
"2019-06","RI",17.44,"591.03872"
"2019-06","SAT",10.17,"73259.72667"
"2019-06","SC",10.26,"7050.44396"
"2019-06","SD",10.51,"987.34372"
"2019-06","TN",9.87,"8543.14199"
"2019-06","TX",8.47,"38347.12997"
"2019-06","US",10.74,"321461.60493"
"2019-06","UT",8.66,"2591.56133"
"2019-06","VA",9.69,"10032.25957"
"2019-06","VT",15.27,"419.24457"
"2019-06","WA",7.84,"6702.36802"
"2019-06","WI",10.82,"5529.41411"
"2019-06","WNC",10.66,"24585.63818"
"2019-06","WSC",8.36,"56441.95234"
"2019-06","WV",8.56,"2493.93836"
"2019-06","WY",8.18,"1325.14964"
"2019-05","AK",19.85,"458.88832"
"2019-05","AL",9.96,"7254.10561"
"2019-05","AR",8.09,"3470.9167"
"2019-05","AZ",10.85,"5822.49825"
"2019-05","CA",15.98,"20217.63469"
"2019-05","CO",9.93,"4408.91382"
"2019-05","CT",19.06,"2020.99499"
"2019-05","DC",12.73,"922.11539"
"2019-05","DE",10.78,"842.43355"
"2019-05","ENC",10.07,"42741.65599"
"2019-05","ESC",9.34,"24372.07399"
"2019-05","FL",10.25,"20583.78364"
"2019-05","GA",9.94,"11691.41215"
"2019-05","HI",29.6,"771.62859"
"2019-05","IA",8.8,"3861.86971"
"2019-05","ID",7.8,"1844.55847"
"2019-05","IL",9.64,"10383.72942"
"2019-05","IN",9.92,"7838.93392"
"2019-05","KS",10.43,"3136.86935"
"2019-05","KY",8.59,"5931.88391"
"2019-05","LA",8.12,"7016.92651"
"2019-05","MA",18.09,"3800.42996"
"2019-05","MAT",12.09,"27022.57287"
"2019-05","MD",11.34,"4626.87929"
"2019-05","ME",13.81,"962.69144"
"2019-05","MI",11.12,"7766.60048"
"2019-05","MN",10.5,"5135.8215"
"2019-05","MO",10.29,"5829.12274"
"2019-05","MS",9.3,"3733.88647"
"2019-05","MT",8.61,"1126.62764"
"2019-05","MTN",9.28,"21590.42137"
"2019-05","NC",9.08,"11175.23062"
"2019-05","ND",8.98,"1625.83202"
"2019-05","NE",8.88,"2270.73439"
"2019-05","NEW",17.6,"8536.02912"
"2019-05","NH",17.03,"800.27373"
"2019-05","NJ",13.85,"5593.40388"
"2019-05","NM",8.57,"1908.55941"
"2019-05","NV",8.17,"2785.20104"
"2019-05","NY",13.77,"10544.29382"
"2019-05","OH",9.61,"11392.92164"
"2019-05","OK",7.59,"5003.92346"
"2019-05","OR",8.66,"3797.27749"
"2019-05","PA",9.56,"10884.87517"
"2019-05","PACC",13.27,"30885.88855"
"2019-05","PACN",25.97,"1230.51691"
"2019-05","RI",18.24,"546.44533"
"2019-05","SAT",9.88,"68429.14779"
"2019-05","SC",9.56,"6775.3277"
"2019-05","SD",10.05,"943.62007"
"2019-05","TN",9.35,"7452.19801"
"2019-05","TX",8.29,"33697.79311"
"2019-05","US",10.38,"296801.73615"
"2019-05","UT",8.18,"2356.84067"
"2019-05","VA",9.5,"9273.6437"
"2019-05","VT",15.12,"405.19368"
"2019-05","WA",7.82,"6870.97637"
"2019-05","WI",10.57,"5359.47054"
"2019-05","WNC",9.86,"22803.86979"
"2019-05","WSC",8.18,"49189.55977"
"2019-05","WV",8.41,"2538.32175"
"2019-05","WY",8.11,"1337.22208"
"2019-04","AK",20.6,"454.55938"
"2019-04","AL",9.85,"6266.00059"
"2019-04","AR",8,"3383.60424"
"2019-04","AZ",10.33,"5437.79314"
"2019-04","CA",14.9,"17833.06189"
"2019-04","CO",9.92,"4184.12257"
"2019-04","CT",19.54,"1978.50534"
"2019-04","DC",12.8,"784.75581"
"2019-04","DE",11.01,"804.47582"
"2019-04","ENC",10.11,"40978.26933"
"2019-04","ESC",9.26,"22305.90081"
"2019-04","FL",10.29,"17847.81044"
"2019-04","GA",9.59,"9785.06949"
"2019-04","HI",29.8,"719.86626"
"2019-04","IA",7.99,"3838.00839"
"2019-04","ID",7.75,"1683.73363"
"2019-04","IL",9.87,"9812.05373"
"2019-04","IN",9.99,"7534.71075"
"2019-04","KS",10.16,"2876.00091"
"2019-04","KY",8.26,"5481.03767"
"2019-04","LA",7.58,"6736.72326"
"2019-04","MA",18.38,"3835.81195"
"2019-04","MAT",11.98,"26388.32186"
"2019-04","MD",11.58,"4055.93149"
"2019-04","ME",14.17,"910.00348"
"2019-04","MI",11.03,"7646.74038"
"2019-04","MN",10.22,"5089.52755"
"2019-04","MO",8.95,"5367.20239"
"2019-04","MS",9.25,"3438.72431"
"2019-04","MT",8.99,"1187.05398"
"2019-04","MTN",9.06,"20611.71712"
"2019-04","NC",9.4,"9478.47014"
"2019-04","ND",8.81,"1645.7293"
"2019-04","NE",8.98,"2188.04904"
"2019-04","NEW",17.94,"8493.44867"
"2019-04","NH",17.36,"804.65982"
"2019-04","NJ",13.42,"4921.90626"
"2019-04","NM",8.45,"1840.27347"
"2019-04","NV",8.13,"2633.10554"
"2019-04","NY",13.48,"10713.15004"
"2019-04","OH",9.56,"10719.48929"
"2019-04","OK",7.5,"4548.88068"
"2019-04","OR",8.76,"3858.122"
"2019-04","PA",9.84,"10753.26557"
"2019-04","PACC",12.36,"28904.9922"
"2019-04","PACN",26.24,"1174.42564"
"2019-04","RI",18.59,"540.85134"
"2019-04","SAT",9.91,"58989.47768"
"2019-04","SC",9.51,"5777.54508"
"2019-04","SD",9.82,"996.43416"
"2019-04","TN",9.51,"7120.13823"
"2019-04","TX",8.16,"29383.12444"
"2019-04","US",10.24,"273899.83766"
"2019-04","UT",7.75,"2289.691"
"2019-04","VA",9.49,"8078.41695"
"2019-04","VT",14.94,"423.61674"
"2019-04","WA",8,"7213.80831"
"2019-04","WI",10.51,"5265.27518"
"2019-04","WNC",9.27,"22000.95173"
"2019-04","WSC",7.99,"44052.33261"
"2019-04","WV",8.69,"2377.00246"
"2019-04","WY",7.86,"1355.9438"
"2019-03","AK",20.03,"509.19394"
"2019-03","AL",9.56,"6686.66241"
"2019-03","AR",8.14,"3827.85859"
"2019-03","AZ",9.9,"5239.30571"
"2019-03","CA",15.48,"19565.46263"
"2019-03","CO",10.06,"4565.28627"
"2019-03","CT",19.17,"2307.97728"
"2019-03","DC",12.25,"899.85638"
"2019-03","DE",10.76,"939.63338"
"2019-03","ENC",10.15,"46926.01432"
"2019-03","ESC",9.23,"24400.83961"
"2019-03","FL",10.34,"17346.90223"
"2019-03","GA",9.65,"10335.56651"
"2019-03","HI",30.05,"695.01646"
"2019-03","IA",8.32,"4373.13249"
"2019-03","ID",7.87,"1838.68825"
"2019-03","IL",9.62,"11325.10907"
"2019-03","IN",10,"8605.40751"
"2019-03","KS",10.31,"3142.6124"
"2019-03","KY",8.33,"6261.99065"
"2019-03","LA",7.67,"6822.07037"
"2019-03","MA",19.14,"4193.31059"
"2019-03","MAT",11.92,"30083.40396"
"2019-03","MD",11.63,"5032.92958"
